funcid,dim,milestone,error
2,50,1,1.919229e+88
2,50,2,5.278122e+87
2,50,3,5.278122e+87
2,50,5,5.278095e+87
2,50,10,5.025156e+87
2,50,20,4.924645e+87
2,50,30,2.973126e+87
2,50,40,2.720187e+87
2,50,50,2.720187e+87
2,50,60,2.720187e+87
2,50,70,2.720187e+87
2,50,80,2.720187e+87
2,50,90,2.720187e+87
2,50,100,2.720187e+87
