funcid,dim,milestone,error
1,50,1,1.356978e+11
1,50,2,1.354900e+11
1,50,3,1.354022e+11
1,50,5,1.353926e+11
1,50,10,1.352512e+11
1,50,20,1.350748e+11
1,50,30,1.349342e+11
1,50,40,1.349342e+11
1,50,50,1.349342e+11
1,50,60,1.348923e+11
1,50,70,1.348923e+11
1,50,80,1.348923e+11
1,50,90,1.348923e+11
1,50,100,1.348923e+11
