funcid,dim,milestone,error
29,10,1,4.171338e+04
29,10,2,4.035074e+04
29,10,3,3.887693e+04
29,10,5,3.846614e+04
29,10,10,3.742605e+04
29,10,20,3.645535e+04
29,10,30,3.645535e+04
29,10,40,3.645535e+04
29,10,50,3.645535e+04
29,10,60,3.645535e+04
29,10,70,3.645535e+04
29,10,80,3.645535e+04
29,10,90,3.645535e+04
29,10,100,3.645535e+04
