funcid,dim,milestone,error
21,50,1,2.253264e+03
21,50,2,2.225736e+03
21,50,3,2.223273e+03
21,50,5,2.223273e+03
21,50,10,2.217908e+03
21,50,20,2.210165e+03
21,50,30,2.208068e+03
21,50,40,2.207653e+03
21,50,50,2.207653e+03
21,50,60,2.207653e+03
21,50,70,2.205652e+03
21,50,80,2.202020e+03
21,50,90,2.202020e+03
21,50,100,2.202020e+03
