funcid,dim,milestone,error
10,30,1,1.029647e+04
10,30,2,1.011639e+04
10,30,3,1.011639e+04
10,30,5,1.005695e+04
10,30,10,9.993572e+03
10,30,20,9.895952e+03
10,30,30,9.803459e+03
10,30,40,9.652919e+03
10,30,50,9.652919e+03
10,30,60,9.652919e+03
10,30,70,9.652919e+03
10,30,80,9.652919e+03
10,30,90,9.652919e+03
10,30,100,9.652919e+03
