funcid,dim,milestone,error
7,10,1,2.191790e+02
7,10,2,1.997537e+02
7,10,3,1.997537e+02
7,10,5,1.997537e+02
7,10,10,1.923726e+02
7,10,20,1.892879e+02
7,10,30,1.872286e+02
7,10,40,1.872286e+02
7,10,50,1.872286e+02
7,10,60,1.872286e+02
7,10,70,1.872286e+02
7,10,80,1.872286e+02
7,10,90,1.872286e+02
7,10,100,1.872286e+02
