funcid,dim,milestone,error
13,10,1,2.771474e+09
13,10,2,2.716981e+09
13,10,3,2.716524e+09
13,10,5,2.716524e+09
13,10,10,2.716524e+09
13,10,20,2.716524e+09
13,10,30,2.716524e+09
13,10,40,2.716524e+09
13,10,50,2.716524e+09
13,10,60,2.716524e+09
13,10,70,2.716524e+09
13,10,80,2.716524e+09
13,10,90,2.716524e+09
13,10,100,2.716524e+09
