funcid,dim,milestone,error
28,50,1,1.753544e+04
28,50,2,1.736287e+04
28,50,3,1.736287e+04
28,50,5,1.736287e+04
28,50,10,1.733515e+04
28,50,20,1.732519e+04
28,50,30,1.732058e+04
28,50,40,1.728691e+04
28,50,50,1.727837e+04
28,50,60,1.727837e+04
28,50,70,1.727837e+04
28,50,80,1.727837e+04
28,50,90,1.727837e+04
28,50,100,1.727837e+04
