funcid,dim,milestone,error
11,50,1,2.063835e+06
11,50,2,1.533948e+06
11,50,3,1.533948e+06
11,50,5,1.533948e+06
11,50,10,1.520729e+06
11,50,20,1.478841e+06
11,50,30,1.478841e+06
11,50,40,1.478841e+06
11,50,50,1.478841e+06
11,50,60,1.478841e+06
11,50,70,1.478841e+06
11,50,80,1.478841e+06
11,50,90,1.478841e+06
11,50,100,1.478841e+06
