funcid,dim,milestone,error
25,10,1,2.310652e+03
25,10,2,2.310652e+03
25,10,3,2.308412e+03
25,10,5,2.308412e+03
25,10,10,2.307252e+03
25,10,20,2.307252e+03
25,10,30,2.306637e+03
25,10,40,2.306462e+03
25,10,50,2.306462e+03
25,10,60,2.306462e+03
25,10,70,2.306462e+03
25,10,80,2.306462e+03
25,10,90,2.306462e+03
25,10,100,2.306462e+03
