funcid,dim,milestone,error
15,50,1,2.395874e+10
15,50,2,2.372802e+10
15,50,3,2.372802e+10
15,50,5,2.372802e+10
15,50,10,2.371230e+10
15,50,20,2.370924e+10
15,50,30,2.366625e+10
15,50,40,2.366625e+10
15,50,50,2.366625e+10
15,50,60,2.366625e+10
15,50,70,2.366625e+10
15,50,80,2.366625e+10
15,50,90,2.366625e+10
15,50,100,2.366625e+10
