funcid,dim,milestone,error
17,10,1,1.560882e+03
17,10,2,1.560650e+03
17,10,3,1.559285e+03
17,10,5,1.556857e+03
17,10,10,1.555882e+03
17,10,20,1.555882e+03
17,10,30,1.555643e+03
17,10,40,1.555643e+03
17,10,50,1.555643e+03
17,10,60,1.553468e+03
17,10,70,1.553468e+03
17,10,80,1.553468e+03
17,10,90,1.544836e+03
17,10,100,1.544836e+03
