funcid,dim,milestone,error
2,10,1,7.269258e+17
2,10,2,7.269258e+17
2,10,3,7.269258e+17
2,10,5,7.269258e+17
2,10,10,7.269258e+17
2,10,20,7.269258e+17
2,10,30,7.269258e+17
2,10,40,7.269258e+17
2,10,50,7.269258e+17
2,10,60,7.269258e+17
2,10,70,7.269258e+17
2,10,80,7.269258e+17
2,10,90,7.250829e+17
2,10,100,7.250829e+17
