funcid,dim,milestone,error
22,50,1,1.908419e+04
22,50,2,1.892432e+04
22,50,3,1.889436e+04
22,50,5,1.888929e+04
22,50,10,1.888544e+04
22,50,20,1.886024e+04
22,50,30,1.886024e+04
22,50,40,1.885451e+04
22,50,50,1.885451e+04
22,50,60,1.883134e+04
22,50,70,1.883134e+04
22,50,80,1.883134e+04
22,50,90,1.883134e+04
22,50,100,1.883134e+04
