funcid,dim,milestone,error
9,10,1,3.320222e+03
9,10,2,3.320222e+03
9,10,3,3.320222e+03
9,10,5,3.320222e+03
9,10,10,3.320222e+03
9,10,20,3.320222e+03
9,10,30,3.320222e+03
9,10,40,3.320222e+03
9,10,50,3.296412e+03
9,10,60,3.296412e+03
9,10,70,3.296412e+03
9,10,80,3.296412e+03
9,10,90,3.296412e+03
9,10,100,3.296412e+03
