funcid,dim,milestone,error
10,50,1,2.083898e+04
10,50,2,2.039319e+04
10,50,3,2.038440e+04
10,50,5,2.038440e+04
10,50,10,2.034552e+04
10,50,20,2.032332e+04
10,50,30,2.032332e+04
10,50,40,2.030038e+04
10,50,50,2.030038e+04
10,50,60,2.030038e+04
10,50,70,2.030038e+04
10,50,80,2.030038e+04
10,50,90,2.030038e+04
10,50,100,2.025012e+04
