funcid,dim,milestone,error
27,50,1,1.657884e+04
27,50,2,1.640597e+04
27,50,3,1.640597e+04
27,50,5,1.640597e+04
27,50,10,1.636485e+04
27,50,20,1.636485e+04
27,50,30,1.636222e+04
27,50,40,1.636222e+04
27,50,50,1.636222e+04
27,50,60,1.636222e+04
27,50,70,1.636222e+04
27,50,80,1.635143e+04
27,50,90,1.635143e+04
27,50,100,1.634717e+04
