funcid,dim,milestone,error
30,50,1,2.507325e+10
30,50,2,2.471939e+10
30,50,3,2.469126e+10
30,50,5,2.469126e+10
30,50,10,2.469126e+10
30,50,20,2.466662e+10
30,50,30,2.466662e+10
30,50,40,2.466662e+10
30,50,50,2.466662e+10
30,50,60,2.466662e+10
30,50,70,2.466558e+10
30,50,80,2.466373e+10
30,50,90,2.466373e+10
30,50,100,2.466076e+10
