funcid,dim,milestone,error
29,10,1,4.153609e+04
29,10,2,4.153609e+04
29,10,3,4.153609e+04
29,10,5,4.153609e+04
29,10,10,4.133453e+04
29,10,20,4.133453e+04
29,10,30,4.124987e+04
29,10,40,4.124987e+04
29,10,50,4.076768e+04
29,10,60,4.076768e+04
29,10,70,4.076768e+04
29,10,80,4.076768e+04
29,10,90,4.076768e+04
29,10,100,4.076768e+04
