funcid,dim,milestone,error
3,10,1,5.989894e+05
3,10,2,5.533781e+05
3,10,3,5.533781e+05
3,10,5,5.500018e+05
3,10,10,5.091916e+05
3,10,20,5.091916e+05
3,10,30,5.091916e+05
3,10,40,3.831537e+05
3,10,50,3.831537e+05
3,10,60,2.871207e+05
3,10,70,2.871207e+05
3,10,80,2.871207e+05
3,10,90,2.871207e+05
3,10,100,2.871207e+05
