funcid,dim,milestone,error
1,50,1,1.356978e+11
1,50,2,1.354246e+11
1,50,3,1.353369e+11
1,50,5,1.353369e+11
1,50,10,1.353369e+11
1,50,20,1.353325e+11
1,50,30,1.353200e+11
1,50,40,1.353200e+11
1,50,50,1.352911e+11
1,50,60,1.352911e+11
1,50,70,1.352911e+11
1,50,80,1.352911e+11
1,50,90,1.352610e+11
1,50,100,1.352610e+11
