funcid,dim,milestone,error
7,50,1,1.516065e+03
7,50,2,1.500959e+03
7,50,3,1.500959e+03
7,50,5,1.495920e+03
7,50,10,1.480483e+03
7,50,20,1.477754e+03
7,50,30,1.476246e+03
7,50,40,1.466662e+03
7,50,50,1.466662e+03
7,50,60,1.466662e+03
7,50,70,1.466662e+03
7,50,80,1.466662e+03
7,50,90,1.466662e+03
7,50,100,1.466662e+03
