funcid,dim,milestone,error
4,30,1,3.491915e+04
4,30,2,3.422270e+04
4,30,3,3.422270e+04
4,30,5,3.402408e+04
4,30,10,3.402408e+04
4,30,20,3.382136e+04
4,30,30,3.382136e+04
4,30,40,3.382136e+04
4,30,50,3.371515e+04
4,30,60,3.371515e+04
4,30,70,3.370754e+04
4,30,80,3.361829e+04
4,30,90,3.361829e+04
4,30,100,3.361829e+04
