funcid,dim,milestone,error
14,50,1,1.470791e+09
14,50,2,1.455752e+09
14,50,3,1.451760e+09
14,50,5,1.451760e+09
14,50,10,1.438973e+09
14,50,20,1.431984e+09
14,50,30,1.431984e+09
14,50,40,1.431984e+09
14,50,50,1.431984e+09
14,50,60,1.431984e+09
14,50,70,1.431984e+09
14,50,80,1.431984e+09
14,50,90,1.431984e+09
14,50,100,1.431984e+09
