funcid,dim,milestone,error
19,50,1,1.403234e+10
19,50,2,1.375485e+10
19,50,3,1.374789e+10
19,50,5,1.374789e+10
19,50,10,1.369693e+10
19,50,20,1.369693e+10
19,50,30,1.367520e+10
19,50,40,1.367520e+10
19,50,50,1.367520e+10
19,50,60,1.367520e+10
19,50,70,1.367520e+10
19,50,80,1.367520e+10
19,50,90,1.367520e+10
19,50,100,1.367520e+10
