funcid,dim,milestone,error
18,50,1,2.132364e+09
18,50,2,2.014777e+09
18,50,3,2.004251e+09
18,50,5,2.004251e+09
18,50,10,1.960947e+09
18,50,20,1.960947e+09
18,50,30,1.960947e+09
18,50,40,1.960947e+09
18,50,50,1.959584e+09
18,50,60,1.959584e+09
18,50,70,1.959584e+09
18,50,80,1.959584e+09
18,50,90,1.943882e+09
18,50,100,1.943882e+09
