funcid,dim,milestone,error
8,50,1,9.131640e+02
8,50,2,9.023447e+02
8,50,3,9.023447e+02
8,50,5,9.023447e+02
8,50,10,8.988325e+02
8,50,20,8.961760e+02
8,50,30,8.961760e+02
8,50,40,8.961760e+02
8,50,50,8.958656e+02
8,50,60,8.958656e+02
8,50,70,8.932278e+02
8,50,80,8.932278e+02
8,50,90,8.932013e+02
8,50,100,8.932013e+02
