funcid,dim,milestone,error
24,50,1,4.455421e+03
24,50,2,4.449755e+03
24,50,3,4.448883e+03
24,50,5,4.448883e+03
24,50,10,4.445141e+03
24,50,20,4.444754e+03
24,50,30,4.444510e+03
24,50,40,4.444510e+03
24,50,50,4.444497e+03
24,50,60,4.444394e+03
24,50,70,4.444394e+03
24,50,80,4.444394e+03
24,50,90,4.441843e+03
24,50,100,4.441843e+03
