funcid,dim,milestone,error
5,10,1,2.207812e+02
5,10,2,2.206536e+02
5,10,3,2.206536e+02
5,10,5,2.192703e+02
5,10,10,2.192703e+02
5,10,20,2.192703e+02
5,10,30,2.192703e+02
5,10,40,2.192703e+02
5,10,50,2.192703e+02
5,10,60,2.192703e+02
5,10,70,2.192703e+02
5,10,80,2.192703e+02
5,10,90,2.192703e+02
5,10,100,2.192703e+02
