funcid,dim,milestone,error
30,10,1,4.953754e+08
30,10,2,4.895712e+08
30,10,3,4.888927e+08
30,10,5,4.865369e+08
30,10,10,4.865369e+08
30,10,20,4.865369e+08
30,10,30,4.865369e+08
30,10,40,4.847307e+08
30,10,50,4.847307e+08
30,10,60,4.847307e+08
30,10,70,4.847307e+08
30,10,80,4.847307e+08
30,10,90,4.847307e+08
30,10,100,4.847307e+08
